,Company Name,Industry,LastPrice,Change,%Chg,Mkt Cap(Rs cr),Time
49,Zee Entertain,TV Broadcasting & Software Production,119.4,-2.6,-2.13,11468.17,2020-03-24 15:11:44.097434
0,Adani Ports,Transport Infrastructure,230.75,22.95,11.04,46882.67,2020-03-24 15:12:45.656326
1,Asian Paints,Paints,1527.45,29.0,1.94,146512.67,2020-03-24 15:12:45.656326
2,Axis Bank,Bank - Private,303.3,-5.35,-1.73,85574.32,2020-03-24 15:12:45.656326
3,Bajaj Auto,Automobile - 2 & 3 Wheelers,1946.5,10.95,0.57,56325.29,2020-03-24 15:12:45.656326
4,Bajaj Finance,Finance - NBFC,2480.0,213.85,9.44,149218.89,2020-03-24 15:12:45.656326
5,Bajaj Finserv,Finance - Investment,4464.95,-156.1,-3.38,71054.0,2020-03-24 15:12:45.656326
6,Bharti Airtel,Telecommunication - Service Provider,405.2,-2.15,-0.53,221059.18,2020-03-24 15:12:45.656326
7,Bharti Infratel,Telecommunication - Equipment,144.6,1.2,0.84,26745.34,2020-03-24 15:12:45.656326
8,BPCL,Refineries,264.45,-4.9,-1.82,57365.89,2020-03-24 15:12:45.656326
9,Britannia,Consumer Food,2376.2,238.35,11.15,57140.08,2020-03-24 15:12:45.656326
10,Cipla,Pharmaceuticals & Drugs,380.3,5.05,1.35,30661.13,2020-03-24 15:12:45.656326
11,Coal India,Coal,129.6,1.75,1.37,79868.96,2020-03-24 15:12:45.656326
12,Dr Reddys Labs,Pharmaceuticals & Drugs,2861.5,93.1,3.36,47550.14,2020-03-24 15:12:45.656326
13,Eicher Motors,Automobile - LCVS/ HVCS,14164.35,458.45,3.34,38676.43,2020-03-24 15:12:45.656326
14,GAIL,Gas Distribution,77.45,-0.55,-0.71,35229.48,2020-03-24 15:12:45.656326
15,Grasim,Diversified,405.1,-28.15,-6.5,26647.43,2020-03-24 15:12:45.656326
16,HCL Tech,IT Services & Consulting,443.8,26.65,6.39,120432.46,2020-03-24 15:12:45.656326
17,HDFC,Finance - Housing,1506.8,-13.9,-0.91,260974.32,2020-03-24 15:12:45.656326
18,HDFC Bank,Bank - Private,772.2,0.65,0.08,423419.38,2020-03-24 15:12:45.656326
19,Hero Motocorp,Automobile - 2 & 3 Wheelers,1627.95,11.95,0.74,32516.57,2020-03-24 15:12:45.656326
20,Hindalco,Iron & Steel,88.7,0.8,0.91,19924.0,2020-03-24 15:12:45.656326
21,HUL,Household & Personal Products,2048.8,179.1,9.58,443528.54,2020-03-24 15:12:45.656326
22,ICICI Bank,Bank - Private,298.5,14.5,5.11,193203.8,2020-03-24 15:12:45.656326
23,IndusInd Bank,Bank - Private,314.6,-21.85,-6.49,21818.63,2020-03-24 15:12:45.656326
24,Infosys,IT Services & Consulting,582.4,55.95,10.63,248032.35,2020-03-24 15:12:45.656326
25,IOC,Refineries,79.95,-0.8,-0.99,75266.2,2020-03-24 15:12:45.656326
26,ITC,Cigarettes/Tobacco,149.9,-4.4,-2.85,184260.55,2020-03-24 15:12:45.656326
27,JSW Steel,Iron & Steel,147.55,3.15,2.18,35666.09,2020-03-24 15:12:45.656326
28,Kotak Mahindra,Bank - Private,1146.9,48.65,4.43,219340.78,2020-03-24 15:12:45.656326
29,Larsen,Engineering & Construction,709.2,-14.85,-2.05,99564.02,2020-03-24 15:12:45.656326
30,M&M,Automobile - Auto & Truck Manufacturers,271.9,-21.5,-7.33,33802.41,2020-03-24 15:12:45.656326
31,Maruti Suzuki,Automobile - Passenger Cars,4507.95,287.6,6.81,136176.18,2020-03-24 15:12:45.656326
32,Nestle,Consumer Food,13640.5,695.85,5.38,131515.86,2020-03-24 15:12:45.656326
33,NTPC,Power Generation/Distribution,78.0,1.6,2.09,77177.55,2020-03-24 15:12:45.656326
34,ONGC,Oil Exploration and Production,62.7,2.3,3.81,78878.35,2020-03-24 15:12:45.656326
35,Power Grid Corp,Power Generation/Distribution,147.7,-5.3,-3.46,77270.58,2020-03-24 15:12:45.656326
36,Reliance,Oil Exploration and Production,950.3,66.25,7.49,602420.59,2020-03-24 15:12:45.656326
37,SBI,Bank - Public,184.4,2.8,1.54,164569.84,2020-03-24 15:12:45.656326
38,Sun Pharma,Pharmaceuticals & Drugs,336.85,12.35,3.81,80821.6,2020-03-24 15:12:45.656326
39,Tata Motors,Automobile - LCVS/ HVCS,69.2,3.0,4.53,21375.69,2020-03-24 15:12:45.656326
40,Tata Steel,Iron & Steel,272.45,1.3,0.48,30691.21,2020-03-24 15:12:45.656326
41,TCS,IT Services & Consulting,1707.15,37.45,2.24,640588.36,2020-03-24 15:12:45.656326
42,Tech Mahindra,IT Services & Consulting,506.35,19.15,3.93,49942.75,2020-03-24 15:12:45.656326
43,Titan Company,Diamond  &  Jewellery,817.25,16.3,2.04,72554.32,2020-03-24 15:12:45.656326
44,UltraTechCement,Cement,3049.5,-5.35,-0.18,88015.73,2020-03-24 15:12:45.656326
45,UPL,Pesticides & Agrochemicals,262.15,7.55,2.97,20029.45,2020-03-24 15:12:45.656326
46,Vedanta,Metals - Non Ferrous,62.8,0.15,0.24,23343.99,2020-03-24 15:12:45.656326
47,Wipro,IT Services & Consulting,177.3,7.15,4.2,101297.83,2020-03-24 15:12:45.656326
48,Yes Bank,Bank - Private,35.3,-4.45,-11.19,44303.17,2020-03-24 15:12:45.656326
49,Zee Entertain,TV Broadcasting & Software Production,119.95,-2.05,-1.68,11521.0,2020-03-24 15:12:45.656326
0,Adani Ports,Transport Infrastructure,231.0,23.2,11.16,46933.47,2020-03-24 15:13:46.229051
1,Asian Paints,Paints,1524.65,26.2,1.75,146244.09,2020-03-24 15:13:46.229051
2,Axis Bank,Bank - Private,304.1,-4.55,-1.47,85800.03,2020-03-24 15:13:46.229051
3,Bajaj Auto,Automobile - 2 & 3 Wheelers,1946.25,10.7,0.55,56318.06,2020-03-24 15:13:46.229051
4,Bajaj Finance,Finance - NBFC,2483.0,216.85,9.57,149399.4,2020-03-24 15:13:46.229051
5,Bajaj Finserv,Finance - Investment,4493.95,-127.1,-2.75,71515.5,2020-03-24 15:13:46.229051
6,Bharti Airtel,Telecommunication - Service Provider,405.65,-1.7,-0.42,221304.68,2020-03-24 15:13:46.229051
7,Bharti Infratel,Telecommunication - Equipment,147.75,4.35,3.03,27327.96,2020-03-24 15:13:46.229051
8,BPCL,Refineries,263.85,-5.5,-2.04,57235.73,2020-03-24 15:13:46.229051
9,Britannia,Consumer Food,2384.35,246.5,11.53,57336.06,2020-03-24 15:13:46.229051
10,Cipla,Pharmaceuticals & Drugs,379.15,3.9,1.04,30568.41,2020-03-24 15:13:46.229051
11,Coal India,Coal,129.4,1.55,1.21,79745.7,2020-03-24 15:13:46.229051
12,Dr Reddys Labs,Pharmaceuticals & Drugs,2859.55,91.15,3.29,47517.74,2020-03-24 15:13:46.229051
13,Eicher Motors,Automobile - LCVS/ HVCS,14199.75,493.85,3.6,38773.09,2020-03-24 15:13:46.229051
14,GAIL,Gas Distribution,76.8,-1.2,-1.54,34933.82,2020-03-24 15:13:46.229051
15,Grasim,Diversified,404.7,-28.55,-6.59,26621.12,2020-03-24 15:13:46.229051
16,HCL Tech,IT Services & Consulting,442.6,25.45,6.1,120106.82,2020-03-24 15:13:46.229051
17,HDFC,Finance - Housing,1512.0,-8.7,-0.57,261874.95,2020-03-24 15:13:46.229051
18,HDFC Bank,Bank - Private,772.15,0.6,0.08,423391.96,2020-03-24 15:13:46.229051
19,Hero Motocorp,Automobile - 2 & 3 Wheelers,1625.9,9.9,0.61,32475.62,2020-03-24 15:13:46.229051
20,Hindalco,Iron & Steel,88.75,0.85,0.97,19935.23,2020-03-24 15:13:46.229051
21,HUL,Household & Personal Products,2038.75,169.05,9.04,441352.89,2020-03-24 15:13:46.229051
22,ICICI Bank,Bank - Private,299.25,15.25,5.37,193689.24,2020-03-24 15:13:46.229051
23,IndusInd Bank,Bank - Private,313.8,-22.65,-6.73,21763.15,2020-03-24 15:13:46.229051
24,Infosys,IT Services & Consulting,583.7,57.25,10.87,248585.99,2020-03-24 15:13:46.229051
25,IOC,Refineries,79.95,-0.8,-0.99,75266.2,2020-03-24 15:13:46.229051
26,ITC,Cigarettes/Tobacco,150.2,-4.1,-2.66,184629.31,2020-03-24 15:13:46.229051
27,JSW Steel,Iron & Steel,147.35,2.95,2.04,35617.74,2020-03-24 15:13:46.229051
28,Kotak Mahindra,Bank - Private,1151.05,52.8,4.81,220134.45,2020-03-24 15:13:46.229051
29,Larsen,Engineering & Construction,711.1,-12.95,-1.79,99830.76,2020-03-24 15:13:46.229051
30,M&M,Automobile - Auto & Truck Manufacturers,271.3,-22.1,-7.53,33727.81,2020-03-24 15:13:46.229051
31,Maruti Suzuki,Automobile - Passenger Cars,4502.0,281.65,6.67,135996.44,2020-03-24 15:13:46.229051
32,Nestle,Consumer Food,13610.1,665.45,5.14,131222.75,2020-03-24 15:13:46.229051
33,NTPC,Power Generation/Distribution,78.2,1.8,2.36,77375.44,2020-03-24 15:13:46.229051
34,ONGC,Oil Exploration and Production,62.75,2.35,3.89,78941.25,2020-03-24 15:13:46.229051
35,Power Grid Corp,Power Generation/Distribution,147.25,-5.75,-3.76,77035.16,2020-03-24 15:13:46.229051
36,Reliance,Oil Exploration and Production,951.6,67.55,7.64,603244.7,2020-03-24 15:13:46.229051
37,SBI,Bank - Public,184.8,3.2,1.76,164926.82,2020-03-24 15:13:46.229051
38,Sun Pharma,Pharmaceuticals & Drugs,335.85,11.35,3.5,80581.66,2020-03-24 15:13:46.229051
39,Tata Motors,Automobile - LCVS/ HVCS,69.1,2.9,4.38,21344.8,2020-03-24 15:13:46.229051
40,Tata Steel,Iron & Steel,272.45,1.3,0.48,30691.21,2020-03-24 15:13:46.229051
41,TCS,IT Services & Consulting,1711.15,41.45,2.48,642089.31,2020-03-24 15:13:46.229051
42,Tech Mahindra,IT Services & Consulting,505.3,18.1,3.72,49839.19,2020-03-24 15:13:46.229051
43,Titan Company,Diamond  &  Jewellery,816.4,15.45,1.93,72478.86,2020-03-24 15:13:46.229051
44,UltraTechCement,Cement,3053.0,-1.85,-0.06,88116.75,2020-03-24 15:13:46.229051
45,UPL,Pesticides & Agrochemicals,262.15,7.55,2.97,20029.45,2020-03-24 15:13:46.229051
46,Vedanta,Metals - Non Ferrous,62.8,0.15,0.24,23343.99,2020-03-24 15:13:46.229051
47,Wipro,IT Services & Consulting,177.35,7.2,4.23,101326.39,2020-03-24 15:13:46.229051
48,Yes Bank,Bank - Private,35.25,-4.5,-11.32,44240.41,2020-03-24 15:13:46.229051
49,Zee Entertain,TV Broadcasting & Software Production,120.0,-2.0,-1.64,11525.8,2020-03-24 15:13:46.229051
0,Adani Ports,Transport Infrastructure,231.0,23.2,11.16,46933.47,2020-03-24 15:14:46.637657
1,Asian Paints,Paints,1524.65,26.2,1.75,146244.09,2020-03-24 15:14:46.637657
2,Axis Bank,Bank - Private,304.1,-4.55,-1.47,85800.03,2020-03-24 15:14:46.637657
3,Bajaj Auto,Automobile - 2 & 3 Wheelers,1946.25,10.7,0.55,56318.06,2020-03-24 15:14:46.637657
4,Bajaj Finance,Finance - NBFC,2483.0,216.85,9.57,149399.4,2020-03-24 15:14:46.637657
5,Bajaj Finserv,Finance - Investment,4493.95,-127.1,-2.75,71515.5,2020-03-24 15:14:46.637657
6,Bharti Airtel,Telecommunication - Service Provider,405.65,-1.7,-0.42,221304.68,2020-03-24 15:14:46.637657
7,Bharti Infratel,Telecommunication - Equipment,147.75,4.35,3.03,27327.96,2020-03-24 15:14:46.637657
8,BPCL,Refineries,263.85,-5.5,-2.04,57235.73,2020-03-24 15:14:46.637657
9,Britannia,Consumer Food,2384.35,246.5,11.53,57336.06,2020-03-24 15:14:46.637657
10,Cipla,Pharmaceuticals & Drugs,379.15,3.9,1.04,30568.41,2020-03-24 15:14:46.637657
11,Coal India,Coal,129.4,1.55,1.21,79745.7,2020-03-24 15:14:46.637657
12,Dr Reddys Labs,Pharmaceuticals & Drugs,2859.55,91.15,3.29,47517.74,2020-03-24 15:14:46.637657
13,Eicher Motors,Automobile - LCVS/ HVCS,14199.75,493.85,3.6,38773.09,2020-03-24 15:14:46.637657
14,GAIL,Gas Distribution,76.8,-1.2,-1.54,34933.82,2020-03-24 15:14:46.637657
15,Grasim,Diversified,404.7,-28.55,-6.59,26621.12,2020-03-24 15:14:46.637657
16,HCL Tech,IT Services & Consulting,442.6,25.45,6.1,120106.82,2020-03-24 15:14:46.637657
17,HDFC,Finance - Housing,1512.0,-8.7,-0.57,261874.95,2020-03-24 15:14:46.637657
18,HDFC Bank,Bank - Private,772.15,0.6,0.08,423391.96,2020-03-24 15:14:46.637657
19,Hero Motocorp,Automobile - 2 & 3 Wheelers,1625.9,9.9,0.61,32475.62,2020-03-24 15:14:46.637657
20,Hindalco,Iron & Steel,88.75,0.85,0.97,19935.23,2020-03-24 15:14:46.637657
21,HUL,Household & Personal Products,2038.75,169.05,9.04,441352.89,2020-03-24 15:14:46.637657
22,ICICI Bank,Bank - Private,299.25,15.25,5.37,193689.24,2020-03-24 15:14:46.637657
23,IndusInd Bank,Bank - Private,313.8,-22.65,-6.73,21763.15,2020-03-24 15:14:46.637657
24,Infosys,IT Services & Consulting,583.7,57.25,10.87,248585.99,2020-03-24 15:14:46.637657
25,IOC,Refineries,79.95,-0.8,-0.99,75266.2,2020-03-24 15:14:46.637657
26,ITC,Cigarettes/Tobacco,150.2,-4.1,-2.66,184629.31,2020-03-24 15:14:46.637657
27,JSW Steel,Iron & Steel,147.35,2.95,2.04,35617.74,2020-03-24 15:14:46.637657
28,Kotak Mahindra,Bank - Private,1151.05,52.8,4.81,220134.45,2020-03-24 15:14:46.637657
29,Larsen,Engineering & Construction,711.1,-12.95,-1.79,99830.76,2020-03-24 15:14:46.637657
30,M&M,Automobile - Auto & Truck Manufacturers,271.3,-22.1,-7.53,33727.81,2020-03-24 15:14:46.637657
31,Maruti Suzuki,Automobile - Passenger Cars,4502.0,281.65,6.67,135996.44,2020-03-24 15:14:46.637657
32,Nestle,Consumer Food,13610.1,665.45,5.14,131222.75,2020-03-24 15:14:46.637657
33,NTPC,Power Generation/Distribution,78.2,1.8,2.36,77375.44,2020-03-24 15:14:46.637657
34,ONGC,Oil Exploration and Production,62.75,2.35,3.89,78941.25,2020-03-24 15:14:46.637657
35,Power Grid Corp,Power Generation/Distribution,147.25,-5.75,-3.76,77035.16,2020-03-24 15:14:46.637657
36,Reliance,Oil Exploration and Production,951.6,67.55,7.64,603244.7,2020-03-24 15:14:46.637657
37,SBI,Bank - Public,184.8,3.2,1.76,164926.82,2020-03-24 15:14:46.637657
38,Sun Pharma,Pharmaceuticals & Drugs,335.85,11.35,3.5,80581.66,2020-03-24 15:14:46.637657
39,Tata Motors,Automobile - LCVS/ HVCS,69.1,2.9,4.38,21344.8,2020-03-24 15:14:46.637657
40,Tata Steel,Iron & Steel,272.45,1.3,0.48,30691.21,2020-03-24 15:14:46.637657
41,TCS,IT Services & Consulting,1711.15,41.45,2.48,642089.31,2020-03-24 15:14:46.637657
42,Tech Mahindra,IT Services & Consulting,505.3,18.1,3.72,49839.19,2020-03-24 15:14:46.637657
43,Titan Company,Diamond  &  Jewellery,816.4,15.45,1.93,72478.86,2020-03-24 15:14:46.637657
44,UltraTechCement,Cement,3053.0,-1.85,-0.06,88116.75,2020-03-24 15:14:46.637657
45,UPL,Pesticides & Agrochemicals,262.15,7.55,2.97,20029.45,2020-03-24 15:14:46.637657
46,Vedanta,Metals - Non Ferrous,62.8,0.15,0.24,23343.99,2020-03-24 15:14:46.637657
47,Wipro,IT Services & Consulting,177.35,7.2,4.23,101326.39,2020-03-24 15:14:46.637657
48,Yes Bank,Bank - Private,35.25,-4.5,-11.32,44240.41,2020-03-24 15:14:46.637657
49,Zee Entertain,TV Broadcasting & Software Production,120.0,-2.0,-1.64,11525.8,2020-03-24 15:14:46.637657
0,Adani Ports,Transport Infrastructure,231.2,23.4,11.26,46974.1,2020-03-24 15:15:47.865486
1,Asian Paints,Paints,1525.55,27.1,1.81,146330.42,2020-03-24 15:15:47.865486
2,Axis Bank,Bank - Private,303.8,-4.85,-1.57,85715.39,2020-03-24 15:15:47.865486
3,Bajaj Auto,Automobile - 2 & 3 Wheelers,1946.15,10.6,0.55,56315.16,2020-03-24 15:15:47.865486
4,Bajaj Finance,Finance - NBFC,2492.25,226.1,9.98,149955.96,2020-03-24 15:15:47.865486
5,Bajaj Finserv,Finance - Investment,4531.65,-89.4,-1.93,72115.45,2020-03-24 15:15:47.865486
6,Bharti Airtel,Telecommunication - Service Provider,405.8,-1.55,-0.38,221386.52,2020-03-24 15:15:47.865486
7,Bharti Infratel,Telecommunication - Equipment,146.5,3.1,2.16,27096.76,2020-03-24 15:15:47.865486
8,BPCL,Refineries,266.05,-3.3,-1.23,57712.97,2020-03-24 15:15:47.865486
9,Britannia,Consumer Food,2386.8,248.95,11.64,57394.97,2020-03-24 15:15:47.865486
10,Cipla,Pharmaceuticals & Drugs,378.45,3.2,0.85,30511.98,2020-03-24 15:15:47.865486
11,Coal India,Coal,129.5,1.65,1.29,79807.33,2020-03-24 15:15:47.865486
12,Dr Reddys Labs,Pharmaceuticals & Drugs,2856.3,87.9,3.18,47463.73,2020-03-24 15:15:47.865486
13,Eicher Motors,Automobile - LCVS/ HVCS,14139.1,433.2,3.16,38607.48,2020-03-24 15:15:47.865486
14,GAIL,Gas Distribution,76.45,-1.55,-1.99,34774.62,2020-03-24 15:15:47.865486
15,Grasim,Diversified,403.3,-29.95,-6.91,26529.03,2020-03-24 15:15:47.865486
16,HCL Tech,IT Services & Consulting,442.65,25.5,6.11,120120.39,2020-03-24 15:15:47.865486
17,HDFC,Finance - Housing,1507.2,-13.5,-0.89,261043.6,2020-03-24 15:15:47.865486
18,HDFC Bank,Bank - Private,772.5,0.95,0.12,423583.88,2020-03-24 15:15:47.865486
19,Hero Motocorp,Automobile - 2 & 3 Wheelers,1626.1,10.1,0.63,32479.62,2020-03-24 15:15:47.865486
20,Hindalco,Iron & Steel,88.8,0.9,1.02,19946.46,2020-03-24 15:15:47.865486
21,HUL,Household & Personal Products,2020.1,150.4,8.04,437315.5,2020-03-24 15:15:47.865486
22,ICICI Bank,Bank - Private,297.8,13.8,4.86,192750.73,2020-03-24 15:15:47.865486
23,IndusInd Bank,Bank - Private,312.85,-23.6,-7.01,21697.27,2020-03-24 15:15:47.865486
24,Infosys,IT Services & Consulting,588.05,61.6,11.7,250438.57,2020-03-24 15:15:47.865486
25,IOC,Refineries,79.85,-0.9,-1.11,75172.06,2020-03-24 15:15:47.865486
26,ITC,Cigarettes/Tobacco,150.3,-4.0,-2.59,184752.24,2020-03-24 15:15:47.865486
27,JSW Steel,Iron & Steel,146.75,2.35,1.63,35472.71,2020-03-24 15:15:47.865486
28,Kotak Mahindra,Bank - Private,1159.75,61.5,5.6,221798.3,2020-03-24 15:15:47.865486
29,Larsen,Engineering & Construction,711.35,-12.7,-1.75,99865.86,2020-03-24 15:15:47.865486
30,M&M,Automobile - Auto & Truck Manufacturers,268.95,-24.45,-8.33,33435.66,2020-03-24 15:15:47.865486
31,Maruti Suzuki,Automobile - Passenger Cars,4505.5,285.15,6.76,136102.17,2020-03-24 15:15:47.865486
32,Nestle,Consumer Food,13565.75,621.1,4.8,130795.15,2020-03-24 15:15:47.865486
33,NTPC,Power Generation/Distribution,78.45,2.05,2.68,77622.8,2020-03-24 15:15:47.865486
34,ONGC,Oil Exploration and Production,62.8,2.4,3.97,79004.15,2020-03-24 15:15:47.865486
35,Power Grid Corp,Power Generation/Distribution,147.05,-5.95,-3.89,76930.53,2020-03-24 15:15:47.865486
36,Reliance,Oil Exploration and Production,949.4,65.35,7.39,601850.06,2020-03-24 15:15:47.865486
37,SBI,Bank - Public,183.95,2.35,1.29,164168.23,2020-03-24 15:15:47.865486
38,Sun Pharma,Pharmaceuticals & Drugs,335.45,10.95,3.37,80485.69,2020-03-24 15:15:47.865486
39,Tata Motors,Automobile - LCVS/ HVCS,69.05,2.85,4.31,21329.35,2020-03-24 15:15:47.865486
40,Tata Steel,Iron & Steel,271.65,0.5,0.18,30601.09,2020-03-24 15:15:47.865486
41,TCS,IT Services & Consulting,1706.7,37.0,2.22,640419.5,2020-03-24 15:15:47.865486
42,Tech Mahindra,IT Services & Consulting,505.55,18.35,3.77,49863.85,2020-03-24 15:15:47.865486
43,Titan Company,Diamond  &  Jewellery,818.0,17.05,2.13,72620.91,2020-03-24 15:15:47.865486
44,UltraTechCement,Cement,3041.0,-13.85,-0.45,87770.4,2020-03-24 15:15:47.865486
45,UPL,Pesticides & Agrochemicals,261.15,6.55,2.57,19953.05,2020-03-24 15:15:47.865486
46,Vedanta,Metals - Non Ferrous,62.95,0.3,0.48,23399.75,2020-03-24 15:15:47.865486
47,Wipro,IT Services & Consulting,177.3,7.15,4.2,101297.83,2020-03-24 15:15:47.865486
48,Yes Bank,Bank - Private,35.25,-4.5,-11.32,44240.41,2020-03-24 15:15:47.865486
49,Zee Entertain,TV Broadcasting & Software Production,119.5,-2.5,-2.05,11477.77,2020-03-24 15:15:47.865486
0,Adani Ports,Transport Infrastructure,230.75,22.95,11.04,46882.67,2020-03-24 15:16:49.052486
1,Asian Paints,Paints,1523.45,25.0,1.67,146128.99,2020-03-24 15:16:49.052486
2,Axis Bank,Bank - Private,304.4,-4.25,-1.38,85884.68,2020-03-24 15:16:49.052486
3,Bajaj Auto,Automobile - 2 & 3 Wheelers,1943.5,7.95,0.41,56238.48,2020-03-24 15:16:49.052486
4,Bajaj Finance,Finance - NBFC,2491.55,225.4,9.95,149913.84,2020-03-24 15:16:49.052486
5,Bajaj Finserv,Finance - Investment,4521.95,-99.1,-2.14,71961.09,2020-03-24 15:16:49.052486
6,Bharti Airtel,Telecommunication - Service Provider,405.1,-2.25,-0.55,221004.63,2020-03-24 15:16:49.052486
7,Bharti Infratel,Telecommunication - Equipment,143.4,0.0,0.0,26523.38,2020-03-24 15:16:49.052486
8,BPCL,Refineries,265.0,-4.35,-1.61,57485.2,2020-03-24 15:16:49.052486
9,Britannia,Consumer Food,2381.4,243.55,11.39,57265.12,2020-03-24 15:16:49.052486
10,Cipla,Pharmaceuticals & Drugs,378.0,2.75,0.73,30475.7,2020-03-24 15:16:49.052486
11,Coal India,Coal,129.05,1.2,0.94,79530.01,2020-03-24 15:16:49.052486
12,Dr Reddys Labs,Pharmaceuticals & Drugs,2855.0,86.6,3.13,47442.13,2020-03-24 15:16:49.052486
13,Eicher Motors,Automobile - LCVS/ HVCS,14101.05,395.15,2.88,38503.58,2020-03-24 15:16:49.052486
14,GAIL,Gas Distribution,76.2,-1.8,-2.31,34660.9,2020-03-24 15:16:49.052486
15,Grasim,Diversified,403.0,-30.25,-6.98,26509.3,2020-03-24 15:16:49.052486
16,HCL Tech,IT Services & Consulting,440.05,22.9,5.49,119414.83,2020-03-24 15:16:49.052486
17,HDFC,Finance - Housing,1501.0,-19.7,-1.3,259969.77,2020-03-24 15:16:49.052486
18,HDFC Bank,Bank - Private,774.3,2.75,0.36,424570.87,2020-03-24 15:16:49.052486
19,Hero Motocorp,Automobile - 2 & 3 Wheelers,1624.8,8.8,0.54,32453.65,2020-03-24 15:16:49.052486
20,Hindalco,Iron & Steel,89.05,1.15,1.31,20002.61,2020-03-24 15:16:49.052486
21,HUL,Household & Personal Products,2028.05,158.35,8.47,439036.54,2020-03-24 15:16:49.052486
22,ICICI Bank,Bank - Private,297.0,13.0,4.58,192232.93,2020-03-24 15:16:49.052486
23,IndusInd Bank,Bank - Private,312.3,-24.15,-7.18,21659.12,2020-03-24 15:16:49.052486
24,Infosys,IT Services & Consulting,590.8,64.35,12.22,251609.74,2020-03-24 15:16:49.052486
25,IOC,Refineries,79.65,-1.1,-1.36,74983.78,2020-03-24 15:16:49.052486
26,ITC,Cigarettes/Tobacco,150.2,-4.1,-2.66,184629.31,2020-03-24 15:16:49.052486
27,JSW Steel,Iron & Steel,147.0,2.6,1.8,35533.14,2020-03-24 15:16:49.052486
28,Kotak Mahindra,Bank - Private,1158.5,60.25,5.49,221559.24,2020-03-24 15:16:49.052486
29,Larsen,Engineering & Construction,712.75,-11.3,-1.56,100062.4,2020-03-24 15:16:49.052486
30,M&M,Automobile - Auto & Truck Manufacturers,269.9,-23.5,-8.01,33553.77,2020-03-24 15:16:49.052486
31,Maruti Suzuki,Automobile - Passenger Cars,4493.95,273.6,6.48,135753.27,2020-03-24 15:16:49.052486
32,Nestle,Consumer Food,13563.25,618.6,4.78,130771.05,2020-03-24 15:16:49.052486
33,NTPC,Power Generation/Distribution,78.1,1.7,2.23,77276.49,2020-03-24 15:16:49.052486
34,ONGC,Oil Exploration and Production,62.65,2.25,3.73,78815.45,2020-03-24 15:16:49.052486
35,Power Grid Corp,Power Generation/Distribution,146.75,-6.25,-4.08,76773.58,2020-03-24 15:16:49.052486
36,Reliance,Oil Exploration and Production,949.2,65.15,7.37,601723.27,2020-03-24 15:16:49.052486
37,SBI,Bank - Public,183.75,2.15,1.18,163989.74,2020-03-24 15:16:49.052486
38,Sun Pharma,Pharmaceuticals & Drugs,334.6,10.1,3.11,80281.75,2020-03-24 15:16:49.052486
39,Tata Motors,Automobile - LCVS/ HVCS,68.9,2.7,4.08,21283.02,2020-03-24 15:16:49.052486
40,Tata Steel,Iron & Steel,271.65,0.5,0.18,30601.09,2020-03-24 15:16:49.052486
41,TCS,IT Services & Consulting,1701.0,31.3,1.87,638280.64,2020-03-24 15:16:49.052486
42,Tech Mahindra,IT Services & Consulting,507.45,20.25,4.16,50051.25,2020-03-24 15:16:49.052486
43,Titan Company,Diamond  &  Jewellery,816.3,15.35,1.92,72469.98,2020-03-24 15:16:49.052486
44,UltraTechCement,Cement,3028.7,-26.15,-0.86,87415.39,2020-03-24 15:16:49.052486
45,UPL,Pesticides & Agrochemicals,260.1,5.5,2.16,19872.82,2020-03-24 15:16:49.052486
46,Vedanta,Metals - Non Ferrous,62.95,0.3,0.48,23399.75,2020-03-24 15:16:49.052486
47,Wipro,IT Services & Consulting,177.1,6.95,4.08,101183.56,2020-03-24 15:16:49.052486
48,Yes Bank,Bank - Private,35.1,-4.65,-11.7,44052.16,2020-03-24 15:16:49.052486
